,diabetes,sugar,glucose,insulin,diagnosis,blood pressure,fruit,cholesterol,diet,type 1,type 2,symptoms,diabetes mellitus,diagnosis,complications,osteoporosis,hypertension,obesity,fat,association,blood glucose,heart disease,cardiovascular disease,kidney disease,weigth loss,blood glucose level,high blood pressure,high blood sugar,glucose tolerance test,like growth factor,central nervous system,thyroid stimulating hormone,coronary artery disease,end stage renal disease,risk developing diabetes
Indiana,96,24,24,28,1,4.0,1.0,2.0,67.0,70.0,99.0,40.0,16.0,4.0,5.0,0,5,9,20,66,93.0,1.0,0.0,3.0,0.0,0.0,5.0,87.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0
Iowa,95,17,20,22,1,2.0,2.0,3.0,56.0,60.0,100.0,37.0,12.0,4.0,2.0,6,15,24,9,67,80.0,1.0,0.0,0.0,0.0,0.0,3.0,59.0,0.0,0.0,,,,,
Kansas,68,18,15,17,1,2.0,1.0,1.0,73.0,40.0,65.0,30.0,15.0,3.0,3.0,0,8,13,10,68,65.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,18.0,0.0,,,,,
Kentucky,96,23,23,30,1,4.0,2.0,1.0,69.0,59.0,87.0,56.0,14.0,6.0,3.0,2,8,12,19,81,100.0,0.0,0.0,3.0,0.0,0.0,10.0,91.0,10.0,0.0,,,,,
Louisiana,81,23,20,22,1,3.0,2.0,2.0,67.0,42.0,73.0,37.0,13.0,5.0,2.0,0,8,16,3,60,65.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,18.0,0.0,0.0,0.0,0.0,21.0,0.0
Maine,96,21,18,28,0,2.0,2.0,2.0,49.0,0.0,90.0,46.0,13.0,2.0,2.0,0,0,19,26,76,,,,,,,,,,,,,,,
Maryland,98,20,22,21,1,3.0,2.0,2.0,64.0,49.0,81.0,36.0,14.0,5.0,4.0,3,6,13,15,96,74.0,1.0,0.0,2.0,0.0,0.0,7.0,55.0,19.0,0.0,,,,,
Massachusetts,89,15,20,24,1,2.0,1.0,1.0,48.0,44.0,69.0,33.0,9.0,5.0,5.0,0,4,16,12,65,77.0,1.0,1.0,3.0,0.0,0.0,7.0,44.0,19.0,0.0,,,,,
Michigan,82,22,19,25,1,4.0,1.0,3.0,53.0,52.0,75.0,39.0,12.0,3.0,3.0,0,3,11,16,60,80.0,1.0,0.0,2.0,0.0,0.0,4.0,73.0,21.0,0.0,,,,,
Minnesota,87,17,23,25,1,3.0,1.0,4.0,50.0,58.0,78.0,38.0,16.0,4.0,6.0,1,9,9,11,81,68.0,1.0,0.0,1.0,0.0,0.0,5.0,54.0,20.0,0.0,11.0,0.0,0.0,22.0,0.0
Mississippi,92,28,20,28,0,7.0,1.0,3.0,76.0,40.0,86.0,50.0,15.0,1.0,6.0,0,10,16,16,100,92.0,2.0,0.0,0.0,0.0,,,,,,,,,,
Missouri,91,25,22,27,1,3.0,1.0,3.0,61.0,63.0,86.0,40.0,13.0,5.0,5.0,3,3,17,25,80,85.0,1.0,1.0,3.0,0.0,0.0,4.0,74.0,17.0,0.0,0.0,0.0,12.0,11.0,0.0
Montana,98,21,18,28,1,,,,,,83.0,40.0,6.0,4.0,4.0,0,0,19,19,42,,,,,,,,,,,,,,,
Nebraska,92,22,19,25,1,4.0,1.0,1.0,52.0,53.0,83.0,47.0,14.0,3.0,5.0,0,4,4,16,72,,,,,,0.0,0.0,91.0,0.0,0.0,,,,,
Nevada,85,20,17,20,1,5.0,3.0,1.0,62.0,38.0,69.0,33.0,16.0,4.0,6.0,0,8,14,14,87,73.0,0.0,0.0,3.0,0.0,0.0,5.0,56.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
New Hampshire,94,17,22,24,1,1.0,0.0,1.0,70.0,44.0,99.0,54.0,18.0,5.0,4.0,0,7,34,20,88,,,,,,,,,,,,,,,
New Jersey,79,18,17,21,1,3.0,2.0,4.0,57.0,40.0,71.0,33.0,12.0,4.0,4.0,2,4,17,15,57,72.0,1.0,1.0,1.0,0.0,20.0,4.0,44.0,20.0,0.0,0.0,0.0,7.0,0.0,0.0
New Mexico,100,23,21,27,0,6.0,3.0,1.0,62.0,49.0,90.0,36.0,14.0,0.0,12.0,6,23,0,23,76,,,,,,,,,,,0.0,0.0,47.0,0.0,0.0
New York,77,17,17,18,1,3.0,2.0,3.0,52.0,40.0,66.0,32.0,12.0,4.0,3.0,1,6,13,15,52,54.0,1.0,0.0,2.0,0.0,21.0,5.0,47.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0
North Carolina,80,21,17,21,1,3.0,2.0,3.0,54.0,46.0,80.0,36.0,10.0,4.0,4.0,2,3,19,14,50,64.0,0.0,0.0,3.0,0.0,0.0,5.0,62.0,15.0,0.0,0.0,0.0,13.0,0.0,0.0
North Dakota,95,21,27,33,0,,,,,,,,,,,0,0,0,13,40,,,,,,,,,,,0.0,0.0,100.0,0.0,0.0
Ohio,88,20,22,26,1,4.0,2.0,3.0,56.0,49.0,82.0,41.0,11.0,5.0,4.0,1,3,22,20,84,75.0,1.0,0.0,3.0,0.0,30.0,6.0,67.0,17.0,0.0,0.0,0.0,14.0,7.0,0.0
Oklahoma,89,26,20,24,1,5.0,4.0,4.0,71.0,40.0,81.0,41.0,13.0,4.0,3.0,0,4,9,25,64,66.0,0.0,0.0,1.0,0.0,0.0,9.0,58.0,0.0,0.0,,,,,
Oregon,66,14,15,15,0,4.0,1.0,2.0,62.0,35.0,55.0,26.0,9.0,2.0,2.0,1,4,8,15,49,48.0,1.0,0.0,4.0,0.0,0.0,4.0,46.0,8.0,0.0,,,,,
Pennsylvania,88,19,21,23,1,5.0,2.0,3.0,57.0,48.0,75.0,37.0,13.0,4.0,3.0,1,4,15,11,81,73.0,1.0,1.0,3.0,0.0,21.0,5.0,61.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0
Rhode Island,85,17,20,15,0,2.0,1.0,1.0,57.0,35.0,84.0,38.0,11.0,1.0,5.0,0,7,13,14,74,,,,,,,,,,,,,,,
South Carolina,85,24,18,21,1,4.0,1.0,2.0,57.0,44.0,81.0,37.0,12.0,3.0,2.0,0,7,12,7,41,57.0,0.0,0.0,3.0,0.0,0.0,8.0,63.0,15.0,0.0,0.0,0.0,0.0,14.0,0.0
South Dakota,89,18,31,31,0,0.0,0.0,2.0,100.0,0.0,,,,,,0,0,12,13,41,,,,,,,,,,,,,,,
Tennessee,89,26,22,24,1,3.0,1.0,1.0,64.0,47.0,76.0,42.0,15.0,5.0,5.0,0,11,18,14,80,81.0,1.0,1.0,2.0,0.0,23.0,5.0,84.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
Texas,83,20,17,20,1,4.0,2.0,2.0,59.0,42.0,70.0,37.0,13.0,3.0,3.0,1,7,12,13,47,71.0,1.0,0.0,1.0,0.0,18.0,5.0,59.0,14.0,0.0,,,,,
Utah,95,22,17,21,1,2.0,1.0,1.0,59.0,50.0,80.0,47.0,12.0,4.0,8.0,3,8,8,32,50,69.0,1.0,0.0,2.0,0.0,0.0,3.0,64.0,17.0,0.0,,,,,
Vermont,73,16,13,15,1,,,,,,,,,,,0,0,12,24,40,,,,,,,,,,,,,,,
Virginia,59,14,12,14,1,2.0,1.0,2.0,41.0,27.0,47.0,24.0,12.0,4.0,3.0,1,7,9,9,45,52.0,0.0,0.0,2.0,0.0,0.0,5.0,35.0,9.0,0.0,,,,,
Washington,77,19,17,21,0,4.0,2.0,3.0,67.0,45.0,74.0,37.0,10.0,2.0,2.0,2,3,15,22,37,77.0,0.0,0.0,2.0,0.0,0.0,5.0,56.0,21.0,0.0,,,,,
West Virginia,96,27,25,27,1,3.0,2.0,4.0,56.0,53.0,81.0,50.0,13.0,7.0,4.0,0,0,21,7,38,,,,,,,,,,,,,,,
Wisconsin,83,20,20,24,1,4.0,1.0,3.0,60.0,55.0,80.0,35.0,10.0,5.0,4.0,0,5,10,23,79,76.0,1.0,0.0,3.0,0.0,0.0,5.0,53.0,18.0,0.0,,,,,
Wyoming,82,22,13,26,0,3.0,0.0,0.0,86.0,0.0,,,,,,0,0,18,36,20,,,,,,,,,,,,,,,
